"country";"energyCarrierParameterScenario";"period";"value";"paperScen";"energyCarrier";"parameter";"unit"
"DE";"PROG";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel bio";"CO2 tax";"EUR/kWh"
"DE";"PROG";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel syn";"CO2 tax";"EUR/kWh"
"DE";"PROG";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel mix";"CO2 tax";"EUR/kWh"
"DE";"PROG";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel fossil";"CO2 tax";"EUR/kWh"
"DE";"PROG";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel bio";"CO2 tax";"EUR/kWh"
"DE";"PROG";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel syn";"CO2 tax";"EUR/kWh"
"DE";"PROG";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,12069;"Current policies";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,01858626;"Current policies";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Current policies";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,0098507178;"Current policies";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Removed policies";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Removed policies";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Removed policies";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Removed policies";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,12069;"Sensitivity | Current Policies | Interest rate";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,01858626;"Sensitivity | Current Policies | Interest rate";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Current Policies | Interest rate";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,0098507178;"Sensitivity | Current Policies | Interest rate";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,12069;"Sensitivity | Current Policies | Resale value";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,01858626;"Sensitivity | Current Policies | Resale value";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Current Policies | Resale value";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,0098507178;"Sensitivity | Current Policies | Resale value";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,12069;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,01858626;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,0098507178;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,12069;"Sensitivity | Current Policies | Vehicle insurance";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,01858626;"Sensitivity | Current Policies | Vehicle insurance";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Current Policies | Vehicle insurance";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,0098507178;"Sensitivity | Current Policies | Vehicle insurance";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,12069;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,01858626;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0,0098507178;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"BAU";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0,12069;"Current policies";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0,01858626;"Current policies";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Current policies";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0,006505191;"Current policies";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Removed policies";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Removed policies";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Removed policies";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Removed policies";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0,12069;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0,01858626;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0,006505191;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0,12069;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0,01858626;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0,006505191;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel mix";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel fossil";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel bio";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel syn";"CO2 tax";"EUR/kWh"
"ES";"PROG";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,12069;"Current policies";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,01858626;"Current policies";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Current policies";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,0098507178;"Current policies";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Removed policies";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Removed policies";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Removed policies";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Removed policies";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,12069;"Sensitivity | Current Policies | Interest rate";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,01858626;"Sensitivity | Current Policies | Interest rate";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Current Policies | Interest rate";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,0098507178;"Sensitivity | Current Policies | Interest rate";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,12069;"Sensitivity | Current Policies | Resale value";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,01858626;"Sensitivity | Current Policies | Resale value";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Current Policies | Resale value";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,0098507178;"Sensitivity | Current Policies | Resale value";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,12069;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,01858626;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,0098507178;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,12069;"Sensitivity | Current Policies | Vehicle insurance";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,01858626;"Sensitivity | Current Policies | Vehicle insurance";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Current Policies | Vehicle insurance";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,0098507178;"Sensitivity | Current Policies | Vehicle insurance";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,12069;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,01858626;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0,0098507178;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"BAU";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0,12069;"Current policies";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0,01858626;"Current policies";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Current policies";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0,006505191;"Current policies";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Removed policies";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Removed policies";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Removed policies";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Removed policies";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0,12069;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0,01858626;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0,006505191;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0,12069;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0,01858626;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0,006505191;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel mix";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel fossil";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel bio";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel syn";"CO2 tax";"EUR/kWh"
"FR";"PROG";2045;0;"Sensitivity | Removed policies | Removed diesel efficiency gains";"Diesel mix";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,12069;"Current policies";"Diesel fossil";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,01858626;"Current policies";"Diesel bio";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Current policies";"Diesel syn";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,0098507178;"Current policies";"Diesel mix";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Removed policies";"Diesel fossil";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Removed policies";"Diesel bio";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Removed policies";"Diesel syn";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Removed policies";"Diesel mix";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,12069;"Sensitivity | Current Policies | Interest rate";"Diesel fossil";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,01858626;"Sensitivity | Current Policies | Interest rate";"Diesel bio";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Current Policies | Interest rate";"Diesel syn";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,0098507178;"Sensitivity | Current Policies | Interest rate";"Diesel mix";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel fossil";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel bio";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel syn";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Current Policies | Removed CO2 price";"Diesel mix";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,12069;"Sensitivity | Current Policies | Resale value";"Diesel fossil";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,01858626;"Sensitivity | Current Policies | Resale value";"Diesel bio";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Current Policies | Resale value";"Diesel syn";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,0098507178;"Sensitivity | Current Policies | Resale value";"Diesel mix";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,12069;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel fossil";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,01858626;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel bio";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel syn";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,0098507178;"Sensitivity | Current Policies | Urban depot-only charging";"Diesel mix";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,12069;"Sensitivity | Current Policies | Vehicle insurance";"Diesel fossil";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,01858626;"Sensitivity | Current Policies | Vehicle insurance";"Diesel bio";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Current Policies | Vehicle insurance";"Diesel syn";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,0098507178;"Sensitivity | Current Policies | Vehicle insurance";"Diesel mix";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,12069;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel fossil";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,01858626;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel bio";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel syn";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0,0098507178;"Sensitivity | Current policies | Removed diesel efficiency gains";"Diesel mix";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel fossil";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel bio";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel syn";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Removed policies except for H2 tax reduction";"Diesel mix";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel fossil";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel bio";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel syn";"CO2 tax";"EUR/kWh"
"IT";"BAU";2045;0;"Sensitivity | Removed policies except for bio/syn fuel mandates";"Diesel mix";"CO2 tax";"EUR/kWh"
